report_date,load_type,load_time,load_weight,dropoff_site
2021-07-08,TIRES,2021-07-08 12:00:00 UTC,2260,MRF
2021-07-08,TIRES,2021-07-08 11:00:00 UTC,1260,MRF
2021-07-08,TIRES,2021-07-08 03:00:00 UTC,800,MRF
2021-05-01,TIRES,2021-05-01 12:29:00 UTC,760,MRF
2021-07-03,TIRES,2021-07-03 12:09:00 UTC,1400,MRF
2021-02-27,TIRES,2021-02-27 12:43:00 UTC,320,MRF
2021-02-27,TIRES,2021-02-27 11:53:00 UTC,740,MRF
2021-02-27,TIRES,2021-02-27 06:59:00 UTC,1720,MRF
2021-05-08,TIRES,2021-05-08 09:05:00 UTC,4360,MRF
2021-05-08,TIRES,2021-05-08 02:31:00 UTC,1740,MRF
2021-04-18,TIRES,2021-04-18 07:21:00 UTC,2420,MRF
2021-04-17,TIRES,2021-04-17 09:37:00 UTC,1060,MRF
2021-03-20,TIRES,2021-03-20 12:12:00 UTC,3020,MRF
2021-07-08,TIRES,2021-07-09 12:00:00 UTC,560,MRF
2021-03-20,TIRES,2021-03-20 08:35:00 UTC,520,MRF
2021-05-01,RECYCLING - SINGLE STREAM,2021-05-01 10:30:00 UTC,700,TDS - MRF
2021-06-12,RECYCLING - SINGLE STREAM,2021-06-12 10:58:00 UTC,720,TDS - MRF
2021-03-06,RECYCLING - SINGLE STREAM,2021-03-06 09:42:00 UTC,300,TDS - MRF
2021-07-08,SWEEPING,2021-07-08 10:20:00 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 01:15:00 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 12:40:00 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 01:05:00 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 12:30:00 UTC,,ONION CREEK
2021-03-13,SWEEPING,2021-03-13 09:30:00 UTC,,ONION CREEK
2021-02-27,SWEEPING,2021-02-27 12:00:00 UTC,,ONION CREEK
2021-03-13,SWEEPING,2021-03-13 12:00:00 UTC,,ONION CREEK
2021-06-12,SWEEPING,2021-06-12 12:00:00 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 12:00:00 UTC,,ONION CREEK
2021-01-16,SWEEPING,2021-01-16 12:00:00 UTC,,ONION CREEK
2021-05-08,SWEEPING,2021-05-08 12:00:00 UTC,,ONION CREEK
2021-06-12,SWEEPING,2021-06-12 12:00:00 UTC,,ONION CREEK
2021-07-03,SWEEPING,2021-07-03 12:00:00 UTC,,ONION CREEK
2021-04-03,SWEEPING,2021-04-03 12:00:00 UTC,,ONION CREEK
2021-02-06,SWEEPING,2021-02-06 12:00:00 UTC,,ONION CREEK
2021-05-22,SWEEPING,2021-05-22 12:00:00 UTC,,ONION CREEK
2021-07-09,SWEEPING,2021-07-09 12:00:00 UTC,,ONION CREEK
2021-01-16,SWEEPING,2021-01-16 12:00:00 UTC,,ONION CREEK
2021-05-01,SWEEPING,2021-05-01 12:00:00 UTC,,ONION CREEK
2021-03-20,SWEEPING,2021-03-20 12:00:00 UTC,,ONION CREEK
2021-06-05,SWEEPING,2021-06-05 12:00:00 UTC,,ONION CREEK
2021-03-13,SWEEPING,2021-03-13 12:00:00 UTC,,ONION CREEK
2021-01-23,SWEEPING,2021-01-23 12:00:00 UTC,,ONION CREEK
2021-05-01,SWEEPING,2021-05-01 12:00:00 UTC,,ONION CREEK
2021-05-29,SWEEPING,2021-05-29 12:00:00 UTC,,ONION CREEK
2021-03-13,SWEEPING,2021-03-13 12:00:00 UTC,,ONION CREEK
2021-06-05,SWEEPING,2021-06-05 12:00:00 UTC,,ONION CREEK
2021-04-03,SWEEPING,2021-04-03 12:00:00 UTC,,ONION CREEK
2021-07-09,SWEEPING,2021-07-09 12:00:00 UTC,,ONION CREEK
2021-03-06,SWEEPING,2021-03-06 12:00:00 UTC,,ONION CREEK
2021-06-05,SWEEPING,2021-06-05 12:00:00 UTC,,ONION CREEK
2021-06-26,SWEEPING,2021-06-26 12:00:00 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 12:00:00 UTC,,ONION CREEK
2021-05-15,SWEEPING,2021-05-15 12:00:00 UTC,,ONION CREEK
2021-04-10,SWEEPING,2021-04-10 12:00:00 UTC,,ONION CREEK
2021-05-01,SWEEPING,2021-05-01 12:00:00 UTC,,ONION CREEK
2021-02-06,SWEEPING,2021-02-06 12:00:00 UTC,,ONION CREEK
2021-05-15,SWEEPING,2021-05-15 12:00:00 UTC,,ONION CREEK
2021-02-27,SWEEPING,2021-02-27 12:00:00 UTC,,ONION CREEK
2021-05-22,SWEEPING,2021-05-22 12:00:00 UTC,,ONION CREEK
2021-03-06,SWEEPING,2021-03-06 12:00:00 UTC,,ONION CREEK
2021-05-29,SWEEPING,2021-05-29 12:00:00 UTC,,ONION CREEK
2021-03-13,SWEEPING,2021-03-13 12:00:00 UTC,,ONION CREEK
2021-03-27,SWEEPING,2021-03-27 12:00:00 UTC,,ONION CREEK
2021-05-08,SWEEPING,2021-05-08 12:00:00 UTC,,ONION CREEK
2021-05-29,SWEEPING,2021-05-29 12:00:00 UTC,,ONION CREEK
2021-07-03,SWEEPING,2021-07-03 12:00:00 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 12:00:00 UTC,,ONION CREEK
2021-01-09,SWEEPING,2021-01-09 12:00:00 UTC,,ONION CREEK
2021-05-08,SWEEPING,2021-05-08 12:00:00 UTC,,ONION CREEK
2021-01-30,SWEEPING,2021-01-30 12:00:00 UTC,,ONION CREEK
2021-05-15,SWEEPING,2021-05-15 12:00:00 UTC,,ONION CREEK
2021-06-26,SWEEPING,2021-06-26 12:00:00 UTC,,ONION CREEK
2021-07-03,SWEEPING,2021-07-03 12:00:00 UTC,,ONION CREEK
2021-04-10,SWEEPING,2021-04-10 12:00:00 UTC,,ONION CREEK
2021-05-08,SWEEPING,2021-05-08 12:00:00 UTC,,ONION CREEK
2021-06-12,SWEEPING,2021-06-12 12:00:00 UTC,,ONION CREEK
2021-04-03,SWEEPING,2021-04-03 12:00:00 UTC,,ONION CREEK
2021-04-17,SWEEPING,2021-04-17 12:00:00 UTC,,ONION CREEK
2021-01-23,SWEEPING,2021-01-23 12:00:00 UTC,,ONION CREEK
2021-03-06,SWEEPING,2021-03-06 12:00:00 UTC,,ONION CREEK
2021-03-27,SWEEPING,2021-03-27 12:00:00 UTC,,ONION CREEK
2021-01-30,SWEEPING,2021-01-30 12:00:00 UTC,,ONION CREEK
2021-04-17,SWEEPING,2021-04-17 12:00:00 UTC,,ONION CREEK
2021-02-27,SWEEPING,2021-02-27 12:00:00 UTC,,ONION CREEK
2021-02-27,SWEEPING,2021-02-27 12:00:00 UTC,,ONION CREEK
2021-06-12,SWEEPING,2021-06-12 12:00:00 UTC,,ONION CREEK
2021-04-24,SWEEPING,2021-04-24 12:00:00 UTC,,ONION CREEK
2021-06-26,SWEEPING,2021-06-26 12:00:00 UTC,,ONION CREEK
2021-04-17,SWEEPING,2021-04-17 12:00:00 UTC,,ONION CREEK
2021-01-23,SWEEPING,2021-01-23 12:00:00 UTC,,ONION CREEK
2021-02-11,SWEEPING,2021-02-11 12:00:00 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 01:30:00 UTC,,ONION CREEK
2021-03-20,SWEEPING,2021-03-20 12:00:00 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 12:00:00 UTC,,ONION CREEK
2021-05-15,SWEEPING,2021-05-15 12:00:00 UTC,,ONION CREEK
2021-06-05,SWEEPING,2021-06-05 12:00:00 UTC,,ONION CREEK
2021-04-10,SWEEPING,2021-04-10 12:00:00 UTC,,ONION CREEK
2021-04-17,SWEEPING,2021-04-17 12:00:00 UTC,,ONION CREEK
2021-01-23,SWEEPING,2021-01-23 12:00:00 UTC,,ONION CREEK
2021-01-30,SWEEPING,2021-01-30 12:00:00 UTC,,ONION CREEK
2021-05-08,SWEEPING,2021-05-08 12:00:00 UTC,,ONION CREEK
2021-05-15,SWEEPING,2021-05-15 12:00:00 UTC,,ONION CREEK
2021-03-06,SWEEPING,2021-03-06 12:00:00 UTC,,ONION CREEK
2021-01-09,SWEEPING,2021-01-09 12:00:00 UTC,,ONION CREEK
2021-02-06,SWEEPING,2021-02-06 12:00:00 UTC,,ONION CREEK
2021-05-15,SWEEPING,2021-05-15 12:00:00 UTC,,ONION CREEK
2021-05-15,SWEEPING,2021-05-15 12:00:00 UTC,,ONION CREEK
2021-04-03,SWEEPING,2021-04-03 12:00:00 UTC,,ONION CREEK
2021-05-22,SWEEPING,2021-05-22 12:00:00 UTC,,ONION CREEK
2021-07-09,SWEEPING,2021-07-09 12:00:00 UTC,,ONION CREEK
2021-05-01,SWEEPING,2021-05-01 12:00:00 UTC,,ONION CREEK
2021-03-20,SWEEPING,2021-03-20 12:00:00 UTC,,ONION CREEK
2021-01-16,SWEEPING,2021-01-16 12:00:00 UTC,,ONION CREEK
2021-03-20,SWEEPING,2021-03-20 12:00:00 UTC,,ONION CREEK
2021-06-05,SWEEPING,2021-06-05 12:00:00 UTC,,ONION CREEK
2021-07-03,SWEEPING,2021-07-03 12:00:00 UTC,,ONION CREEK
2021-02-06,SWEEPING,2021-02-06 12:00:00 UTC,,ONION CREEK
2021-01-16,SWEEPING,2021-01-16 12:00:00 UTC,,ONION CREEK
2021-01-16,SWEEPING,2021-01-16 12:00:00 UTC,,ONION CREEK
2021-03-06,SWEEPING,2021-03-06 12:00:00 UTC,,ONION CREEK
2021-07-09,SWEEPING,2021-07-09 12:00:00 UTC,,ONION CREEK
2021-04-10,SWEEPING,2021-04-10 12:00:00 UTC,,ONION CREEK
2021-04-17,SWEEPING,2021-04-17 12:00:00 UTC,,ONION CREEK
2021-01-01,SWEEPING,2021-01-01 12:00:00 UTC,,ONION CREEK
2021-01-01,SWEEPING,2021-01-01 12:00:00 UTC,,ONION CREEK
2021-01-01,SWEEPING,2021-01-01 12:00:00 UTC,,ONION CREEK
2021-01-01,SWEEPING,2021-01-01 12:00:00 UTC,,ONION CREEK
2021-04-24,SWEEPING,2021-04-24 12:00:00 UTC,,ONION CREEK
2021-05-01,SWEEPING,2021-05-01 12:00:00 UTC,,ONION CREEK
2021-01-30,SWEEPING,2021-01-30 12:00:00 UTC,,ONION CREEK
2021-02-06,SWEEPING,2021-02-06 12:00:00 UTC,,ONION CREEK
2021-02-11,SWEEPING,2021-02-11 12:00:00 UTC,,ONION CREEK
2021-05-22,SWEEPING,2021-05-22 12:00:00 UTC,,ONION CREEK
2021-05-22,SWEEPING,2021-05-22 12:00:00 UTC,,ONION CREEK
2021-03-06,SWEEPING,2021-03-06 12:00:00 UTC,,ONION CREEK
2021-03-13,SWEEPING,2021-03-13 12:00:00 UTC,,ONION CREEK
2021-03-13,SWEEPING,2021-03-13 12:00:00 UTC,,ONION CREEK
2021-03-27,SWEEPING,2021-03-27 12:00:00 UTC,,ONION CREEK
2021-03-27,SWEEPING,2021-03-27 12:00:00 UTC,,ONION CREEK
2021-04-03,SWEEPING,2021-04-03 12:00:00 UTC,,ONION CREEK
2021-06-19,SWEEPING,2021-06-19 12:00:00 UTC,,ONION CREEK
2021-06-19,SWEEPING,2021-06-19 12:00:00 UTC,,ONION CREEK
2021-06-19,SWEEPING,2021-06-19 12:00:00 UTC,,ONION CREEK
2021-06-19,SWEEPING,2021-06-19 12:00:00 UTC,,ONION CREEK
2021-06-26,SWEEPING,2021-06-26 12:00:00 UTC,,ONION CREEK
2021-06-26,SWEEPING,2021-06-26 12:00:00 UTC,,ONION CREEK
2021-06-26,SWEEPING,2021-06-26 12:00:00 UTC,,ONION CREEK
2021-07-03,SWEEPING,2021-07-03 12:00:00 UTC,,ONION CREEK
2021-07-09,SWEEPING,2021-07-09 12:00:00 UTC,,ONION CREEK
2021-01-09,SWEEPING,2021-01-09 12:00:00 UTC,,ONION CREEK
2021-02-27,SWEEPING,2021-02-27 11:30:00 UTC,,ONION CREEK
2021-06-19,SWEEPING,2021-06-19 12:00:00 UTC,,ONION CREEK
2021-06-19,SWEEPING,2021-06-19 12:00:00 UTC,,ONION CREEK
2021-06-19,SWEEPING,2021-06-19 12:00:00 UTC,,ONION CREEK
2021-07-08,SWEEPING,2021-07-08 01:40:00 UTC,,ONION CREEK
2021-04-24,SWEEPING,2021-04-24 12:00:00 UTC,,ONION CREEK
2021-03-27,SWEEPING,2021-03-27 12:00:00 UTC,,ONION CREEK
2021-03-13,SWEEPING,2021-03-13 10:25:00 UTC,,PARK CENTER
2021-03-13,SWEEPING,2021-03-13 12:30:00 UTC,,PARK CENTER
2021-02-11,SWEEPING,2021-02-11 09:40:00 UTC,,PARK CENTER
2021-03-20,BRUSH,2021-03-20 07:57:00 UTC,3800,HORNSBY BEND
2021-03-20,BRUSH,2021-03-20 08:23:00 UTC,4180,HORNSBY BEND
2021-03-20,BRUSH,2021-03-20 07:11:00 UTC,6500,HORNSBY BEND
2021-03-20,BRUSH,2021-03-20 10:41:00 UTC,5680,HORNSBY BEND
2021-03-20,BRUSH,2021-03-20 07:21:00 UTC,3180,HORNSBY BEND
2021-03-20,BRUSH,2021-03-20 01:21:00 UTC,2920,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 01:00:00 UTC,9200,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 01:22:00 UTC,10580,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 01:30:00 UTC,5460,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 01:33:00 UTC,9240,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 09:45:00 UTC,9100,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 11:27:00 UTC,3480,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 01:14:00 UTC,7380,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 01:03:00 UTC,7080,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 12:27:00 UTC,9480,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 01:04:00 UTC,4920,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 12:55:00 UTC,3000,HORNSBY BEND
2021-04-10,BRUSH,2021-04-10 11:28:00 UTC,5900,HORNSBY BEND
2021-04-24,BRUSH,2021-04-24 01:02:00 UTC,7920,HORNSBY BEND
2021-04-24,BRUSH,2021-04-24 01:01:00 UTC,3540,HORNSBY BEND
2021-04-24,BRUSH,2021-04-24 12:52:00 UTC,4140,HORNSBY BEND
2021-04-24,BRUSH,2021-04-24 09:34:00 UTC,8600,HORNSBY BEND
2021-04-24,BRUSH,2021-04-24 12:52:00 UTC,4260,HORNSBY BEND
2021-04-24,BRUSH,2021-04-24 01:45:00 UTC,6160,HORNSBY BEND
2021-04-24,BRUSH,2021-04-24 12:45:00 UTC,5680,HORNSBY BEND
2021-04-24,BRUSH,2021-04-24 12:00:00 UTC,4040,HORNSBY BEND
2021-06-19,BRUSH,2021-06-19 11:33:00 UTC,4600,HORNSBY BEND
2021-06-19,BRUSH,2021-06-19 01:06:00 UTC,7060,HORNSBY BEND
2021-06-19,BRUSH,2021-06-19 01:20:00 UTC,7440,HORNSBY BEND
2021-06-19,BRUSH,2021-06-19 10:30:00 UTC,7980,HORNSBY BEND
2021-06-19,BRUSH,2021-06-19 12:56:00 UTC,7960,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 10:06:00 UTC,6860,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 09:40:00 UTC,12020,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 02:53:00 UTC,5840,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 11:45:00 UTC,4800,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 03:18:00 UTC,3580,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 12:48:00 UTC,10380,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 02:17:00 UTC,5560,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 11:48:00 UTC,7120,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 03:35:00 UTC,3740,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 03:09:00 UTC,9240,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 10:26:00 UTC,9100,HORNSBY BEND
2021-07-08,BRUSH,2021-07-08 03:21:00 UTC,3040,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 10:55:00 UTC,3680,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 06:32:00 UTC,5500,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 05:40:00 UTC,5500,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 05:40:00 UTC,5500,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 02:57:00 UTC,5500,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 03:45:00 UTC,5500,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 01:04:00 UTC,9800,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 01:12:00 UTC,7000,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 06:00:00 UTC,5500,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 10:07:00 UTC,7360,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 10:21:00 UTC,8680,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 12:39:00 UTC,7140,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 05:20:00 UTC,5500,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 03:00:00 UTC,5500,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 06:20:00 UTC,5500,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 03:40:00 UTC,5500,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 09:48:00 UTC,8240,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 12:02:00 UTC,4160,HORNSBY BEND
2021-07-09,BRUSH,2021-07-09 11:55:00 UTC,4340,HORNSBY BEND
2021-07-03,BRUSH,2021-07-03 10:34:00 UTC,3440,HORNSBY BEND
2021-07-03,BRUSH,2021-07-03 10:25:00 UTC,5580,HORNSBY BEND
2021-07-03,BRUSH,2021-07-03 10:34:00 UTC,6860,HORNSBY BEND
2021-07-03,BRUSH,2021-07-03 12:26:00 UTC,7680,HORNSBY BEND
2021-07-03,BRUSH,2021-07-03 01:16:00 UTC,1980,HORNSBY BEND
2021-07-03,BRUSH,2021-07-03 10:35:00 UTC,4280,HORNSBY BEND
2021-07-03,BRUSH,2021-07-03 12:00:00 UTC,,HORNSBY BEND
2021-06-05,BRUSH,2021-06-05 01:57:00 UTC,8700,HORNSBY BEND
2021-06-05,BRUSH,2021-06-05 01:11:00 UTC,7420,HORNSBY BEND
2021-06-05,BRUSH,2021-06-05 10:50:00 UTC,10380,HORNSBY BEND
2021-06-05,BRUSH,2021-06-05 01:10:00 UTC,9920,HORNSBY BEND
2021-06-05,BRUSH,2021-06-05 01:09:00 UTC,8140,HORNSBY BEND
2021-06-05,BRUSH,2021-06-05 10:09:00 UTC,8780,HORNSBY BEND
2021-06-05,BRUSH,2021-06-05 01:11:00 UTC,7000,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 10:14:00 UTC,6380,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 01:06:00 UTC,7500,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 09:52:00 UTC,7520,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 11:05:00 UTC,1320,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 01:31:00 UTC,3780,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 11:45:00 UTC,9520,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 01:03:00 UTC,5480,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 09:09:00 UTC,10100,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 02:51:00 UTC,9220,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 02:53:00 UTC,9220,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 12:54:00 UTC,6980,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 01:39:00 UTC,5520,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 07:52:00 UTC,6720,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 12:48:00 UTC,8260,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 12:31:00 UTC,5880,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 11:09:00 UTC,920,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 09:37:00 UTC,5980,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 10:10:00 UTC,7400,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 12:02:00 UTC,2560,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 12:05:00 UTC,19660,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 12:46:00 UTC,10800,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 11:32:00 UTC,6460,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 02:49:00 UTC,6480,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 11:14:00 UTC,9020,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 11:29:00 UTC,2420,HORNSBY BEND
2021-06-12,BRUSH,2021-06-12 11:10:00 UTC,6740,HORNSBY BEND
2021-02-11,BRUSH,2021-02-11 10:30:00 UTC,6320,HORNSBY BEND
2021-02-11,GARBAGE COLLECTIONS,2021-02-11 05:00:00 UTC,8600,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 10:41:00 UTC,4320,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:32:00 UTC,8620,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:30:00 UTC,4160,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:25:00 UTC,6660,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 12:20:00 UTC,8380,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:16:00 UTC,6600,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:06:00 UTC,6320,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 01:41:00 UTC,5060,HORNSBY BEND
2021-03-27,BRUSH,2021-03-27 12:00:00 UTC,3400,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:24:00 UTC,7880,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 02:06:00 UTC,7080,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 01:30:00 UTC,13560,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:11:00 UTC,7180,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 12:30:00 UTC,3300,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 02:08:00 UTC,4580,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:27:00 UTC,7980,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 12:57:00 UTC,3540,HORNSBY BEND
2021-03-28,BRUSH,2021-03-28 12:00:00 UTC,3140,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:28:00 UTC,3400,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 09:59:00 UTC,3500,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 01:01:00 UTC,840,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 02:20:00 UTC,7740,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 01:32:00 UTC,6520,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 09:59:00 UTC,3500,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:05:00 UTC,11880,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 09:47:00 UTC,5080,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:46:00 UTC,11380,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:30:00 UTC,3760,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 12:45:00 UTC,60,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 12:58:00 UTC,12320,HORNSBY BEND
2021-03-28,BRUSH,2021-03-28 12:00:00 UTC,940,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 09:59:00 UTC,3500,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 12:59:00 UTC,5160,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:37:00 UTC,5440,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 02:05:00 UTC,6720,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:33:00 UTC,6300,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:36:00 UTC,10840,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 12:31:00 UTC,6080,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:09:00 UTC,4020,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:34:00 UTC,11240,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:49:00 UTC,11420,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:25:00 UTC,4060,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:17:00 UTC,6620,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:44:00 UTC,8600,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 02:08:00 UTC,5720,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:20:00 UTC,6060,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 12:50:00 UTC,2440,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:55:00 UTC,5100,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:26:00 UTC,8280,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 10:11:00 UTC,5980,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:03:00 UTC,4740,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 12:58:00 UTC,4420,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 01:01:00 UTC,840,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:42:00 UTC,8780,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:38:00 UTC,5640,HORNSBY BEND
2021-03-20,BRUSH,2021-03-20 12:00:00 UTC,1180,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 02:20:00 UTC,2620,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 12:31:00 UTC,13320,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 12:10:00 UTC,5040,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 11:26:00 UTC,5460,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:46:00 UTC,1980,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 11:59:00 UTC,9920,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:18:00 UTC,3960,HORNSBY BEND
2021-03-20,BRUSH,2021-03-20 12:00:00 UTC,2260,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 01:24:00 UTC,9460,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 12:57:00 UTC,8960,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 11:55:00 UTC,16160,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 12:40:00 UTC,6660,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 01:36:00 UTC,11780,HORNSBY BEND
2021-03-20,BRUSH,2021-03-20 12:00:00 UTC,680,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 01:30:00 UTC,5600,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 10:46:00 UTC,4080,HORNSBY BEND
